player_id,name,pa,brl_pa,brl_pct,hardhit,avg_ev,slg,xslg,xiso,woba,xwoba
542303,Marcell Ozuna,280,4.6,7.6,36.8,89.1,0.327,0.389,0.168,0.275,0.304
677942,Blaze Alexander,246,4.9,7.1,48.8,92.6,0.439,0.467,0.15900000000000003,0.354,0.361
808959,Munetaka Murakami,346,9.5,19.5,58.6,93.9,0.525,0.497,0.279,0.38,0.363
641857,Ryan McMahon,273,6.6,10.7,50.0,91.3,0.372,0.406,0.16900000000000004,0.286,0.308
680869,Zack Gelof,247,4.5,6.6,41.3,88.8,0.476,0.375,0.15,0.348,0.289
691723,Coby Mayo,289,6.9,12.0,49.7,92.6,0.428,0.416,0.20199999999999999,0.302,0.302
666397,Edouard Julien,274,4.4,7.3,50.0,90.9,0.295,0.405,0.15600000000000003,0.288,0.34
650402,Gleyber Torres,257,5.1,7.9,33.5,86.2,0.404,0.374,0.13,0.353,0.333
804606,Konnor Griffin,247,5.3,8.0,37.0,87.8,0.404,0.392,0.15200000000000002,0.324,0.305
703607,Henry Bolte,261,4.6,7.5,48.4,90.6,0.346,0.357,0.12399999999999997,0.311,0.305
681481,Kerry Carpenter,259,5.8,9.4,44.0,89.8,0.416,0.388,0.17600000000000002,0.3,0.295
669224,Austin Wells,258,4.7,7.5,45.3,89.4,0.289,0.382,0.163,0.253,0.306
656555,Rhys Hoskins,296,6.8,13.1,41.2,89.0,0.377,0.343,0.17200000000000001,0.306,0.296
681297,Colton Cowser,272,5.9,10.5,36.6,86.9,0.319,0.397,0.19300000000000003,0.288,0.313
665833,Oneil Cruz,283,8.8,16.4,59.2,96.0,0.472,0.49,0.235,0.357,0.358
666969,Adolis García,259,5.4,9.3,48.0,92.1,0.329,0.362,0.142,0.268,0.294
687221,Dalton Rushing,245,7.3,12.2,44.6,89.6,0.475,0.434,0.18,0.352,0.34
592450,Aaron Judge,261,11.9,21.7,57.3,94.1,0.533,0.6,0.32999999999999996,0.385,0.415
683357,Owen Caissie,257,8.2,15.6,46.7,91.6,0.439,0.414,0.205,0.311,0.301
